Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Humidity_mean,Humidity_std,Humidity_min,Humidity_max,Rainfall_mean,Rainfall_sum,Rainfall_min,Rainfall_max,WS_mean,WS_std,WD_mean,Pressure_mean,Pressure_std,Sunshine_mean,Sunshine_std,Visibility_mean,Visibility_std,latitude,longitude,Season,Temp_Humidity_Index,Cumulative_Rainfall_3month,Temp_Trend,Temperature_lag1,Humidity_lag1,Rainfall_lag1,Moth_Activity_Level,county_name,year,month,Severity,Has_Occurrence,Period
-1.1695344191441883,-1.5690352450794487,-1.0134562986300066,-1.2794623144435393,-1.388949087649102,-0.28402619000791934,-1.3947643101907825,-1.66414546025726,-0.8968222382944195,-0.9144913843330726,-0.8429437605321515,-1.3233815825151523,0.25868500802654304,-0.2095136840661663,2.013925429823403,1.467266003326589,0.6670441952410595,-1.0132652359150252,1.0486707039578989,0.36756013169438895,1.4971209567400974,-0.39947774942941006,-1.0251049820188116,-1.3416407864998738,0.9085648057586939,-0.38171597794245743,0.0047504326593960375,-1.1758677130613968,-1.3962688906786174,-0.9154097300910109,-0.6546536707079771,东平县,2019,1,1.0,0,无发生
-0.6849494633215726,-1.2922516107379163,-0.43670935969417285,-0.8246563992524472,-0.9908626182844188,0.17023906795734145,-0.2856909451944667,-0.5679467963050241,-0.6368118119630671,-0.587260496237916,-0.7472722763151578,-0.9861273832689895,-0.38026961235330903,-0.30449054161256744,-0.2838156496730003,0.8332944944368139,1.1650784183276783,-0.4341244021784814,-0.36213066703261465,0.12490888647250276,-0.8084721516898881,-0.39947774942941006,-1.0251049820188116,-1.3416407864998738,-0.3956849004894291,-0.6152319480731557,0.9352597638106622,-1.1758677130613968,-1.3962688906786174,-0.9154097300910109,-0.6546536707079771,东平县,2019,2,1.0,0,无发生
-0.17439157607189837,2.273559464422597,-0.24352555338286694,0.24955185387788723,-0.11688475920481822,0.19704454730787194,-0.05856377068676133,0.14825805896856092,-0.6912937179429725,-0.7055641163932553,-0.5170697996272603,-1.0924060948522696,0.27290796340908974,1.4376080730381915,-0.40246204668272256,-1.217196709870115,0.047223996874775034,-0.057001948181853,1.9552286120822222,-0.8348310064488887,1.469402528957442,-0.39947774942941006,-1.0251049820188116,-0.4472135954999579,-1.3071282470628818,-0.89578970767807,0.9851334851464866,-0.6896870316871171,-0.9968350040009338,-0.5880287550454408,-0.6546536707079771,东平县,2019,3,1.0,0,无发生
0.6105299719359536,1.0560481711717453,0.3042487522753999,0.5078310713690982,0.2548648842179226,-1.7360279672491716,0.5781090786819281,-0.31292599281676037,-0.28752102218930764,-0.2855945650903086,-0.3305165006539973,0.39695171777422794,0.05922809580219596,0.3796321773572921,-0.4496045620776577,1.3749315940097093,1.4494010485535445,0.5417906398860088,-1.3784931520305874,-0.8017124025635612,0.2754948917679094,-0.39947774942941006,-1.0251049820188116,-0.4472135954999579,-1.126488995192943,-0.6457176326817496,1.5119718514571356,-0.17744789070370945,-0.11989896123731568,-0.7063866360612856,-0.6546536707079771,东平县,2019,4,1.0,0,无发生
1.2410053766508067,0.1816981963033935,1.1981979181113782,1.3042538132768127,1.0266223475157024,2.689385318236229,0.5440843131686368,1.655260264943447,-0.22906536153056703,-0.2356920640648446,-0.16835721110685062,-0.3783028841276261,0.45169994612574466,1.7180463036078846,1.0702512844148693,0.22089155779247896,-0.43666997047658007,1.4020101104011276,1.7732451106667901,-2.5618222935281625,-1.4762435431526275,-0.39947774942941006,-1.0251049820188116,-0.4472135954999579,0.40471366809842646,-0.5059213343913849,1.215401403349646,0.6100583833777811,0.2531089563147842,-0.2862244625105172,-0.6546536707079771,东平县,2019,5,1.0,0,无发生
1.4405584169845498,0.4555519107451687,1.2353051034115754,1.6215507860251028,1.003343831514698,-0.31091657879239565,0.5742258037046302,0.538285848306342,1.9064852501162912,1.8727483957095659,2.0579005904032406,1.9568686143569505,-0.11379479498593138,1.290079229241074,-0.6225656115476463,-1.632506393162189,-1.3940183450972041,1.5775556265510575,1.0893259578018968,-1.9910488700146456,1.2496757191297754,-0.39947774942941006,-1.0251049820188116,0.4472135954999579,0.6394785785163013,0.5193087831132145,0.38793601004682965,1.2426099270666375,1.0274786143177599,-0.23629907332116218,1.9639610121239313,东平县,2019,6,1.0,0,无发生
1.174952854459245,-0.10136902999023131,1.3573278563543425,1.3027917178409134,1.5348375928533515,0.5863632308721509,1.0219467525097419,1.655260264943447,1.728345199384675,1.754087456700763,1.8389263968924754,1.1567862115258019,-1.2963805590020439,0.0732681915430293,-1.635213703295559,0.6727521109596233,-1.2411031090627715,1.3429436815257005,0.642146338365264,-1.3398916331587072,1.469289853197969,-0.39947774942941006,-1.0251049820188116,0.4472135954999579,1.1303377257364715,1.3303599761151765,-0.5052704653602834,1.442820090329078,1.0041213067026356,1.8731084388014476,1.9639610121239313,东平县,2019,7,1.0,0,无发生
0.7733108722892915,-0.26033201268642325,0.7971458980961209,0.8075911929716342,1.0171600842340447,-1.3783930290658781,1.2241004348749145,0.20547204035054967,1.1190038040022612,1.1346696125874927,1.0354314565644145,0.6802167968914415,-0.761306238950547,0.36290728011860524,0.3127762895265864,-0.9956765058221765,-0.11932367357417958,0.647862215603231,-0.16429457644987286,0.34187354098349026,-0.42175300160553447,-0.39947774942941006,-1.0251049820188116,0.4472135954999579,-0.26331898592549313,1.8752652411608934,-0.7664902088433875,1.1763398956516746,1.537414033720585,1.7543930750451133,0.6546536707079771,东平县,2019,8,1.0,0,无发生
0.1954418423128235,1.7153128423337,-0.07863631619817195,0.14661880714485637,-0.031784764847001525,-0.12494837366424233,0.14663946690134877,-0.3324194203101198,0.37773903455284263,0.3688517684025552,0.07104090393457117,0.014220225832952028,0.7153623709094677,1.1177820541819918,-0.19947025626268342,0.9126437133935188,-0.9630787585973875,0.16585302382303926,0.8306073004929477,1.1426306455303468,-1.745634294581291,-0.39947774942941006,-1.0251049820188116,1.3416407864998738,-1.345748906037684,1.2772616598683981,-1.1048847677640898,0.7733753169671813,1.0179843237798476,1.1346911301985787,0.6546536707079771,东平县,2019,9,1.0,0,无发生
-0.6232623656496883,-0.287060554838138,-0.5324581233322967,-0.7019130867145648,-0.8764903710805038,0.10262816788286039,-0.8898255051406132,-1.2852445325415633,-0.6989329965111208,-0.7133297228285337,-0.7369207060504087,-0.413948944844341,0.4071162762612404,-0.5977430414853545,1.2588653057247852,0.70011927181725,1.333978761149483,-0.9367113569231077,-0.8189378854234398,-1.8151564344258702,1.5469222111214016,-0.39947774942941006,-1.0251049820188116,1.3416407864998738,-0.5785342270735686,0.2961275292976481,-1.5673410980582605,0.19360337942916225,-0.03451092592719796,0.3685220378002621,-0.6546536707079771,东平县,2019,10,1.0,0,无发生
