County,Year,Month,Value_Class,Has_Occurrence,Temperature,Rainfall,Humidity,NDVI,SoilMoisture,Elevation,Temperature_MA,Rainfall_MA,Humidity_MA,WS,WD,Pressure,Sunshine,Visibility
东平县,2022,12,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,0.8961088842072936,0.877508238918186,-0.8702185879441756,1.3388189705620097,-1.2183192355706098
东平县,2023,1,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.4084255889288695,0.19050743760709268,-0.9177569187191439,-1.0289390602980546,-1.1373228850378638
东平县,2023,3,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,-0.5879180189711312,-0.4525352154321819,-0.2985206875696083,-0.6171269780625112,-1.3859986974178249
东平县,2023,4,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,-1.5702194450766507,1.5799128029981226,-0.4692225951780775,-0.9692329130223055,0.2903072023302492
东平县,2023,5,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.282361875044378,0.6753384146510731,-0.17812949396605943,-0.08504859189063183,0.6724358038243133
东平县,2023,6,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,-0.18041010661157308,-0.665588779403253,0.3939339624614159,-0.4650247792213354,1.700204212988657
东平县,2023,7,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.64661519770202,-1.110290568041734,0.4236344139182202,-1.4187465473070917,1.486717165792121
东平县,2023,8,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,0.16177245991190603,0.48997978780374635,1.1464436141824785,-1.6054075472496876,-1.3308726056379339
东平县,2023,10,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,-0.885271683890846,0.6694024501488276,1.4356889553352554,0.28636835292475826,-0.1939615662762723
东平县,2023,12,1,0,0.6089621446267469,-0.10033885286582205,0.6068190948381813,1.1518918596960388,-0.3627602826300579,0.6089621446267469,0.6089621446267469,-0.10033885286582205,0.6068190948381813,-1.6579083639534211,-1.4330655405271429,0.1660247092106932,-1.6124587116106608,1.2019831569114798
东昌府区,2022,12,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,0.3043387852022219,-1.1677413342167269,-1.3458348794149337,0.9560085689143264,1.2449420765667112
东昌府区,2023,1,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,0.8367069327382364,0.379486842240831,0.18008109509495987,0.5419402951924523,-1.4013383809727213
东昌府区,2023,3,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-1.6450737356123368,-1.2666349905150933,-1.0250427059672806,-0.6384634198586133,-0.20228253246817154
东昌府区,2023,4,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-1.6925166612293185,1.673152017188691,1.4718192796667386,-0.3204648249668418,1.2703995504949888
东昌府区,2023,5,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,0.41695478686462917,-0.7111429551506057,0.9823916888449381,-1.4212336186767485,1.6178117096431337
东昌府区,2023,6,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.5923442118551869,0.2941542603847816,1.0808037569837892,-0.925047783208481,0.8371168728777142
东昌府区,2023,7,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,1.5632245601416481,1.5453416438897798,-1.1222846130210349,-0.9533819089032083,0.6531133125873226
东昌府区,2023,8,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.3446785428615347,-0.38498627795301815,-0.9799098536303791,-1.1722250902075437,-0.6466191615630108
东昌府区,2023,10,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,0.39455912463199594,1.3307371316572354,1.4734227722116209,-0.5547748979663574,-0.14495245155545752
东昌府区,2023,12,1,0,0.5757936331036996,-0.9505521216827375,0.9721037208264608,-0.6354669615594526,-0.05320484145240849,0.5757936331036996,0.5757936331036996,-0.9505521216827375,0.9721037208264608,1.384575085863608,0.6432893699932546,0.3656487870769579,-0.10556141589560018,0.680545886031906
东明县,2022,12,1,0,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,-1.389512886440769,-0.05320484145240849,1.4249211933078896,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,0.18148514799058538,1.3007197259018979,-0.7464854221887631,-1.1918190907237984,1.6951938795343933
东明县,2023,1,1,0,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,-1.389512886440769,-0.05320484145240849,1.4249211933078896,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,0.5163586151884221,0.3230584282183133,1.7091411977073399,1.1046651509854595,0.6832311893155161
东明县,2023,3,1,0,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,-1.389512886440769,-0.05320484145240849,1.4249211933078896,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,-0.019445919574887057,-0.35260997399651095,-1.4392856203347484,-1.625559302242914,-1.2275079029928726
东明县,2023,4,1,0,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,-1.389512886440769,-0.05320484145240849,1.4249211933078896,1.4249211933078896,-0.6671476987437657,-0.5554510333785229,0.5964915258001505,0.007906689405196907,-0.7764209379962459,1.518715520328607,0.06695914359503437
