County,Year,Month,Latitude,Longitude,Temperature,Humidity,Rainfall,WS,WD,Pressure,Sunshine,Visibility,Temperature_MA,Humidity_MA,Rainfall_MA,Pressure_MA,Value_Class,Has_Occurrence
历下区,2019,1,36.65,117.02,-1.016795887793879,-1.2639381320850258,-0.9474100368223953,1.4701629489558588,-1.0813472683762402,-0.5259112962580488,0.19414970675809023,-0.9438371618342015,-1.0086283258493542,-1.1982667983501414,-0.9335246244536807,-0.1977071850430929,1,0
历下区,2019,2,36.65,117.02,-0.7015424543015724,-1.7098202559178326,-0.9474100368223953,-0.44952453396828346,-0.47843015684226564,-0.10182273487178031,1.236589764865964,-0.3720552118882449,-0.7156815412687579,-2.2450571671517046,-0.9871003209386104,0.13987324378929092,1,0
历下区,2019,3,36.65,117.02,-0.005209960235245665,-0.677408475257162,-0.517549403812178,0.7694801100054042,1.574172217725977,-2.648891576675303,-0.9302253011999718,0.34192109146235444,0.022113299045140162,-0.43135895187122714,-0.46155869166923313,-2.5840906613024757,1,0
历下区,2019,4,36.65,117.02,0.7860949340698167,1.0961723197386324,0.5274844829039201,-1.5475414999530326,0.19141147449995854,-0.9681426558877096,-1.5401421392667265,0.8184763758555885,0.9254278130295123,1.527188981434018,0.759576687546711,-0.9749521503619927,1,0
历下区,2019,5,36.65,117.02,1.2674675962133275,0.47968945827656356,0.8547146382538449,-1.101387839085216,-1.2699444057600568,-0.672422967737632,0.1639911246483648,-0.30891046331293603,1.2299333891351882,0.6025344465334096,1.0023912788981442,-1.0541032383497473,1,0
历下区,2019,6,36.65,117.02,1.4483385635447972,0.7759319518133396,1.7844455240797046,-0.33190880493608477,-1.2417653406761533,-0.6437851381839831,0.338436410438389,-0.33874982695426387,1.4249071353211398,0.6202779102736785,1.8945856534553094,-0.7353681548212182,1,0
历下区,2019,7,36.65,117.02,1.4641285995239455,0.5184816285035658,1.4136856399013884,-0.6820223990824142,-0.36065005619125234,-1.590110761153185,1.2006802469738975,-1.3986015498855777,1.565672931639941,0.42449897843995144,1.2775717446891732,-1.8365821408578256,1,0
历下区,2019,8,36.65,117.02,0.8758645544236215,-0.2893188792898803,0.8027070884891813,-0.9614654357883078,-0.754882631989314,0.7788094068241324,-1.1199767943921792,1.025781831975455,0.74389904396021,-0.2736862505566326,0.7403632470184291,0.8191552567928333,1,0
历下区,2019,9,36.65,117.02,-0.0724576344803463,-0.4714658423414143,0.0673742762963982,0.8260182322943789,-0.27122098090105085,-0.013074582162848698,1.0376480912765675,1.3077683822990938,-0.03349079466744113,-0.5595157106592431,0.39996300865519807,-0.2440751373403616,1,0
历下区,2019,10,36.65,117.02,-0.8586734575095248,-0.07549986037802989,-0.9474100368223953,-1.6535829519310346,-1.2081730564541655,1.6954291785044873,0.695134892314013,0.4578382416646138,-0.988052706678487,-0.12909233518633276,-1.0223867552805217,1.2120158019465277,1,0
历下区,2019,11,36.65,117.02,-1.0251860756918323,-0.901396517842735,-0.9474100368223953,-1.096581373525482,0.7467916772953034,-0.8626743294695741,-1.3620782791599708,-1.126928256239279,-0.9729999412992318,-0.888556748605897,-0.6572595513186653,-1.4444584399703921,1,0
历下区,2019,12,36.65,117.02,-1.6078148771000926,-1.0894946669592254,-0.9474100368223953,-0.9737825874778803,0.10218575320304986,-1.7542015900212788,-0.5593755388804375,0.35153153052436376,-1.5429474489796653,-0.5726112775966518,-0.9286674728336313,-1.8196698549550903,1,0
