county_name,year,month,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Humidity_mean,Humidity_std,Humidity_min,Humidity_max,Rainfall_mean,Rainfall_sum,Rainfall_min,Rainfall_max,WS_mean,WS_std,WD_mean,Pressure_mean,Pressure_std,Sunshine_mean,Sunshine_std,Visibility_mean,Visibility_std,latitude,longitude,Severity,Period,Season,Temp_Humidity_Index,Cumulative_Rainfall_3month,Temp_Trend,Temperature_lag1,Humidity_lag1,Rainfall_lag1,Moth_Activity_Level,Has_Occurrence
东平县,2019,1,-1.1156136273738368,0.23447348775976284,-1.601419437489478,-0.6088801747742483,-0.9308382075352999,0.7214614496636025,-2.601732205943912,0.3086543022221119,-0.8310221923774044,-25.761687963699536,-1.1825159124239852,-0.2437865394800097,0.04709533606228107,0.9404147161898652,0.3647123473891172,0.2645031329543935,1.0790599321117267,-0.7403244768701519,0.7848560302561337,0.06798667892553585,1.1236218579056758,35.9693562327283,116.33432042245693,1,无发生,1,0.010384557892066161,-25.761687963699536,0.0,-1.1156136273738368,-0.9308382075352999,-25.761687963699536,0,0
东平县,2019,2,-0.6547165076821031,0.24699850529367418,-1.0494101255484292,-0.1715704757105491,-0.6646751854315563,0.7654401612369213,-1.7666266579529826,1.1161467532526612,-0.5908366863292696,-16.54342721721955,-1.0978253757501226,0.1093467986875037,-0.06940955676118708,0.9220826773461256,-0.05139306758889584,0.15024144387869304,1.144379631638305,-0.318565749689126,0.6566476533474891,0.023089007592143825,0.9265955801552915,35.9693562327283,116.33432042245693,1,无发生,1,0.004351738161487029,-42.30511518091909,0.46089711969173375,-1.1156136273738368,-0.9308382075352999,-25.761687963699536,0,0
东平县,2019,3,-0.1691160843882985,0.4083586462039236,-0.8645122911588461,0.8613133813755937,-0.08032830070665845,0.7680352759287687,-1.5956053625930324,1.6437244935317228,-0.6411645302657054,-19.87610043823687,-0.8940449969474761,-0.0019358963284075,0.04968870316477025,1.2583353213947046,-0.07287913001077537,-0.2193218332617502,0.9977673878627175,-0.043926703495815574,0.8672406382982372,-0.15449131448090744,1.121253157795001,35.9693562327283,116.33432042245693,1,无发生,2,0.00013584807681075867,-62.18121561915595,0.4856004232938046,-0.6547165076821031,-0.6646751854315563,-16.54342721721955,0,0
东平县,2019,4,0.5774363545884132,0.35326380531139706,-0.3402329284918748,1.109656692451556,0.16822576021708077,0.580889028054106,-1.1162060319953204,1.3040026414637154,-0.2681781441950805,-8.045344325852415,-0.7289038460848992,1.557546231023176,0.01072701593372034,1.054129205121727,-0.08141632164936335,0.24786155613206964,1.1816699781929232,0.39214339392684194,0.5642844141050012,-0.14836339129261086,1.0192268388954824,35.9693562327283,116.33432042245693,2,推断发生,2,0.0009713966972761563,-44.46487198130883,0.7465524389767118,-0.1691160843882985,-0.08032830070665845,-19.87610043823687,0,1
东平县,2019,5,1.177092399576994,0.3136977059932274,0.5153732839206264,1.875441344669224,0.6842274698212291,1.0093258742854307,-1.1418258614367518,2.75382701876535,-0.2141795310056037,-6.6395654611737145,-0.5853568177221811,0.7457898582003604,0.08228904772713673,1.3124643447050575,0.19381932319976816,0.039867092737202084,0.9343022541732658,1.0185973544255686,0.8507026551204611,-0.47403588196093166,0.8695306491546558,35.9693562327283,116.33432042245693,1,无发生,2,0.008053989543083657,-34.561010225263,0.5996560449885807,0.5774363545884132,0.16822576021708077,-8.045344325852415,0,0
东平县,2019,6,1.3668907422833199,0.3260901387440654,0.5508888808710416,2.180532019684031,0.6686633131725347,0.7188581146479687,-1.1191300445812025,1.931030532062084,1.7585425309017844,52.75627592705353,1.3853763587029542,3.190909617410816,-0.020821411300898724,1.2298599162809962,-0.11273840136798681,-0.29417375521254746,0.8087411877370716,1.1464381992440005,0.7885506283869027,-0.36842588374595664,1.1024762299389874,35.9693562327283,116.33432042245693,1,5-6月,3,0.009139896924800299,38.0713661400274,0.1897983427063259,1.177092399576994,0.6842274698212291,-6.6395654611737145,2,0
东平县,2019,7,1.1142687050716924,0.3008883432538521,0.6676778767820948,1.874035495506495,1.0240232578924542,0.8057263249235104,-0.7820069469580316,2.75382701876535,1.5939850597414273,49.41353685198425,1.1915355071897624,2.3531564616239407,-0.23645022639476146,0.994996100138483,-0.29612214212254107,0.12130663585164657,0.8287967919662367,0.9755822872597791,0.7479126091919372,-0.24794249788909023,1.1212435289990956,35.9693562327283,116.33432042245693,3,推断发生,3,0.011410370695351207,95.53024731786407,-0.25262203721162746,1.3668907422833199,0.6686633131725347,52.75627592705353,2,1
东平县,2019,8,0.7322600799480257,0.293694947769147,0.1315230461895508,1.3978851525282563,0.6779009433381596,0.6155126835485959,-0.6297900900591983,1.6858700092841223,1.031103895816525,31.964220770312277,0.4802638229669564,1.854148447388565,-0.13888652731214124,1.0509010348731234,0.05664570955982862,-0.17939689606191145,0.9759238211231578,0.4693899118004763,0.6746262608177646,0.06323389842214831,0.959642970172777,35.9693562327283,116.33432042245693,1,7-8月,3,0.0049639979896564275,134.13403354935005,-0.38200862512366673,1.1142687050716924,1.0240232578924542,49.41353685198425,1,0
东平县,2019,9,0.1826388664229726,0.3830968609594879,-0.706695425181627,0.762340131057118,-0.023429929567753614,0.736862225487905,-1.4410922640153736,1.2896432045630652,0.34635807128189505,10.39074213845685,-0.3734362542700275,1.1567943658924909,0.13036439073466027,1.19660383066765,-0.03611868561450219,0.1645426792775965,0.8652610873733266,0.11836720476191892,0.7650392398869923,0.21139769319249,0.8465096499938317,35.9693562327283,116.33432042245693,1,无发生,4,-4.2792157766246085e-05,91.76849976075337,-0.5496212135250531,0.7322600799480257,0.6779009433381596,31.964220770312277,1,0
东平县,2019,10,-0.596044843823183,0.2924854273439147,-1.141052066869538,-0.0535490532198809,-0.5882052089232538,0.7588945577124372,-2.221525439825507,0.5877639644395332,-0.6482213395430192,-20.094861525833593,-1.0886619343306252,0.7084654529251943,0.07415980738115872,0.865480296960301,0.22797605056481818,0.12623906259472675,1.166531763222117,-0.6845741918210249,0.6151347137981595,-0.3358805705913783,1.127877663382441,35.9693562327283,116.33432042245693,1,9-10月,4,0.0035059668188864353,22.260101382935535,-0.7786837102461557,0.1826388664229726,-0.023429929567753614,10.39074213845685,0,0
